Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2010:Q3,age40to54,17549020,23264345,6619915,1514442,3192244,5993644,1915130,4028969,5715324,4509253,964926,241145
2010:Q3,ageunder40,2710968,6200629,2386366,868526,471701,1217833,418773,837430,3489660,2511042,938134,40484
2010:Q4,age70plus,14061120,14838244,3392189,683774,2944041,2375276,1252651,4190314,777124,535819,123455,117850
2010:Q4,age55to69,27495254,30928906,6696107,1463700,5272135,8466049,2776841,6254073,3433652,2580773,519615,333264
2010:Q4,age40to54,17878234,23547266,6457353,1507565,3432219,6174773,1997775,3977581,5669032,4420486,1005912,242634
2010:Q4,ageunder40,2944021,6438951,2328792,880401,531663,1284655,439473,973967,3494930,2455202,997829,41899
2011:Q1,age70plus,14107489,14918811,3354396,691616,3158718,2422266,1257489,4034326,811322,556682,123550,131090
2011:Q1,age55to69,28209860,31666237,6630337,1481509,5642421,8593203,2764873,6553894,3456377,2587759,517475,351143
2011:Q1,age40to54,18059797,23685900,6263530,1505665,3635304,6262986,2059994,3958422,5626103,4388544,995193,242366
2011:Q1,ageunder40,3029440,6482480,2303446,889450,588295,1325895,459551,915843,3453040,2418777,992092,42171
2011:Q2,age70plus,14361621,15177798,3405715,711716,3162960,2451585,1259138,4186683,816176,558883,125791,131502
2011:Q2,age55to69,28350184,31825133,6598990,1498059,5628934,8693796,2757286,6648067,3474948,2596768,528656,349524
2011:Q2,age40to54,17930797,23498693,6123664,1491938,3583275,6245439,2111367,3943009,5567896,4339377,994847,233672
2011:Q2,ageunder40,3133146,6570929,2298024,907335,608655,1340200,473485,943230,3437783,2393674,1003783,40326
2011:Q3,age70plus,13923904,14732634,3340060,729170,2717690,2418149,1255248,4272317,808730,565966,130640,112124
2011:Q3,age55to69,28064960,31546744,6667298,1525869,4788543,8661845,2747630,7155559,3481784,2606949,541936,332899
2011:Q3,age40to54,17076986,22599325,6053025,1473663,3005248,5946406,2167551,3953432,5522339,4294246,1004042,224051
2011:Q3,ageunder40,2979112,6413450,2272309,901928,548253,1279831,482448,928682,3434338,2367412,1025557,41369
2011:Q4,age70plus,14621244,15425869,3355940,729829,2892959,2473454,1270045,4703642,804625,563434,135331,105860
2011:Q4,age55to69,28067782,31584429,6669781,1535315,5087857,8787411,2763870,6740195,3516648,2623203,559497,333948
2011:Q4,age40to54,17297228,22774416,5932467,1466934,3154366,6096331,2247154,3877163,5477188,4246121,1012356,218711
2011:Q4,ageunder40,3226490,6671866,2220468,912620,599582,1340090,508689,1090417,3445376,2352738,1049040,43598
2012:Q1,age70plus,14959548,15805305,3408248,737677,3262096,2557479,1281600,4558205,845757,591607,136050,118100
2012:Q1,age55to69,28988027,32516968,6627435,1546309,5745227,8996353,2772180,6829464,3528942,2620513,557758,350671
2012:Q1,age40to54,17758903,23184926,5775424,1461564,3520508,6299537,2286197,3841697,5426023,4203425,1002784,219814
2012:Q1,ageunder40,3397820,6791726,2183184,933490,687231,1417898,530653,1039270,3393907,2301728,1048459,43720
2012:Q2,age70plus,14878371,15725434,3434782,745100,3180127,2563834,1288642,4512948,847063,596538,140338,110187
2012:Q2,age55to69,29262716,32806557,6729880,1564057,5568530,9046260,2794728,7103102,3543842,2628032,572488,343322
2012:Q2,age40to54,17497180,22868027,5758157,1446273,3366673,6204702,2324759,3767464,5370847,4151306,1007930,211611
2012:Q2,ageunder40,3440881,6827597,2241027,933664,692809,1414070,541437,1004590,3386717,2273855,1069695,43167
2012:Q3,age70plus,15513579,16361096,3483693,744884,3387464,2619246,1316963,4808846,847517,580789,145605,121123
